Year,Genre encoded,Votes encoded,Director encoded,Actor 1 encoded,Actor 2 encoded,Actor 3 encoded,Predicted_Rating
2017,6.9,5.8,5.8,5.8,5.9,5.9,5.8
2002,5.6,5.8,5.9,5.9,5.9,5.9,5.800000000000005
1996,6.0,5.8,5.8,5.8,5.8,5.6,5.8
2020,5.7,4.6,6.1,5.8,6.2,5.1,4.6
1934,6.0,5.6,6.1,5.9,6.0,6.1,6.4
2016,6.0,6.7,5.7,5.8,4.8,5.7,5.5
1981,6.1,5.7,5.1,5.3,6.1,6.2,3.6
1968,5.9,6.0,6.4,6.6,6.7,7.3,7.1
2014,5.7,6.8,6.4,6.3,6.9,6.9,6.8
1957,6.0,5.8,5.8,5.8,6.2,6.1,5.800000000000006
1942,6.0,5.8,5.6,5.9,5.9,5.9,5.799999999999836
2004,5.6,5.8,5.8,6.0,5.9,5.9,5.799999999999836
1976,6.0,5.8,5.8,7.0,5.8,5.5,5.8
1950,6.0,5.8,5.9,5.9,5.9,5.9,5.8
1978,5.8,5.8,5.8,6.3,5.8,6.1,5.800000000000001
1975,6.0,5.8,6.6,6.1,6.0,5.8,6.5
1984,6.0,5.8,5.8,5.5,5.8,6.1,5.800000000000005
1964,6.0,5.7,6.2,6.2,6.1,5.9,5.8
2021,6.0,5.8,5.8,5.1,5.9,5.9,5.800000000000005
2014,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1975,6.0,5.8,6.1,5.8,6.3,5.8,5.8
2011,6.4,5.8,6.3,5.8,5.8,5.6,5.4
2019,6.5,6.5,6.5,5.5,6.2,5.0,6.3
1953,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1949,5.7,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1968,5.7,5.8,6.2,5.9,5.9,6.4,5.800000000000004
1952,6.0,5.8,6.1,5.9,5.9,6.0,5.800000000000007
1959,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1965,5.6,5.8,6.2,6.4,5.8,6.2,6.3
2013,5.5,6.0,6.9,4.9,5.4,6.1,5.900000000000001
2009,6.0,6.2,6.5,7.6,7.6,7.6,7.6
1965,5.7,5.8,5.9,5.9,6.4,6.2,5.8000000000000025
1949,5.7,5.8,5.8,5.8,6.0,5.9,5.800000000000001
1998,5.8,6.6,6.6,6.3,6.3,5.6,6.5
1997,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1951,5.9,5.6,6.1,6.1,6.4,6.0,7.1
1999,5.4,5.6,5.6,5.6,4.3,5.4,4.3
1973,5.4,5.9,6.4,6.8,6.2,6.3,6.0
1973,6.0,5.6,6.5,6.3,7.3,6.2,6.900000000000001
2017,5.4,6.9,6.0,6.2,6.0,6.4,7.0
2020,6.2,7.3,7.3,6.2,7.1,6.6,6.7
2014,5.9,5.9,4.6,5.8,5.7,6.1,5.8
2006,6.5,5.8,4.3,5.4,4.5,5.4,3.0
1959,6.1,5.8,5.9,5.9,6.5,5.8,5.8000000000000025
1960,5.5,5.8,5.0,5.8,5.8,5.8,5.8000000000000025
1973,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1938,6.0,5.8,6.1,5.9,6.2,5.8,5.8
1963,6.0,5.8,6.4,5.9,5.9,5.9,5.800000000000004
2013,8.2,5.6,9.0,5.9,5.9,5.9,9.0
1946,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2016,6.0,5.9,7.7,6.2,5.7,5.3,7.7
1952,5.6,5.8,6.0,5.8,6.2,6.0,5.800000000000001
1949,6.0,5.8,6.0,5.8,5.6,5.8,5.8
2017,5.8,5.6,5.0,5.6,5.4,5.4,5.4
1978,5.4,6.5,5.4,5.7,6.0,6.0,5.3
1999,5.6,5.2,4.4,5.2,5.4,5.7,3.4
1976,6.1,6.7,6.2,6.2,7.3,5.7,6.7
2019,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1986,6.1,5.4,5.9,5.7,6.0,6.4,6.5
2021,6.0,6.1,9.3,9.3,9.3,9.3,9.3
1979,5.6,6.7,6.5,6.3,6.4,6.1,6.0
2000,5.4,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1937,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1992,5.6,6.0,5.0,3.4,5.1,4.4,3.8
2008,5.5,6.2,6.6,6.8,6.9,6.9,6.9
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2000,5.6,5.7,5.1,5.7,5.3,5.4,3.7
1976,6.0,5.8,6.6,6.0,5.9,6.2,5.8
1943,6.4,5.8,5.9,6.4,5.8,6.3,5.800000000000001
1987,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2020,5.4,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2002,5.6,6.5,5.5,6.0,5.1,5.7,6.5
1974,6.2,5.8,6.1,6.3,6.9,6.3,6.5
1959,6.0,5.8,5.8,5.9,5.8,5.9,5.799999999999836
1942,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1986,5.5,5.7,4.8,5.6,5.3,4.8,4.8
1972,5.6,5.6,5.9,6.1,6.2,5.9,5.2
2020,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1990,5.4,5.8,4.4,5.8,5.8,5.4,4.6
1980,5.7,5.4,5.2,5.4,5.4,5.0,6.9
1959,6.0,6.2,7.0,6.3,6.5,5.9,7.1
1986,5.5,5.8,5.7,5.5,5.9,5.8,5.8
2001,5.4,5.8,5.8,5.5,5.5,5.8,5.8
1976,6.4,5.8,6.6,6.3,5.9,5.9,5.8
2009,6.0,6.1,4.7,5.5,6.0,4.5,4.4
1970,5.7,6.0,5.8,5.3,6.3,6.2,6.3
1933,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2001,6.0,5.1,5.9,5.3,5.5,5.3,5.1
1974,5.6,5.8,6.4,6.1,5.9,5.6,6.5
2005,5.9,4.9,4.8,5.6,5.7,5.7,5.3
2016,5.7,5.7,3.5,3.5,3.5,5.9,3.5
2018,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1982,5.5,5.5,5.2,5.3,5.6,5.7,4.0
1946,6.2,6.0,6.1,6.4,6.1,6.4,6.6
2006,5.5,5.8,6.0,5.3,5.8,5.6,5.8
1940,6.0,5.8,6.0,5.9,5.8,6.0,5.800000000000003
1948,6.0,5.8,5.8,5.9,6.2,5.8,5.800000000000004
1970,5.8,6.3,6.5,6.4,6.8,6.5,7.1
2018,5.7,6.2,6.0,6.6,8.2,8.2,6.9
2009,5.9,6.5,5.3,6.1,6.3,6.2,6.5
2011,5.2,5.1,5.0,5.1,5.0,5.6,4.8
1990,5.3,5.8,6.4,5.7,5.8,4.9,5.4
1946,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1998,5.6,5.8,5.3,5.5,5.3,5.3,5.8
1985,5.9,5.7,6.2,5.7,6.6,5.9,6.3
1995,6.0,5.4,5.6,5.5,5.7,5.4,5.3
1992,5.9,5.0,3.8,5.3,5.3,5.9,4.3
2011,5.4,2.9,5.2,5.3,5.1,4.9,3.2
2019,5.7,5.8,5.5,5.9,5.9,5.9,5.799999999999836
2018,5.9,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2005,5.9,5.7,6.7,7.6,7.2,7.6,7.7
1953,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2019,5.4,5.8,5.9,5.9,5.9,5.9,5.8
2021,6.3,5.8,5.9,5.8,5.2,6.8,6.0
2003,6.0,5.6,4.7,5.3,5.3,4.7,3.3
2011,6.0,5.8,6.3,5.8,5.8,5.8,5.8
1950,6.4,6.6,6.4,7.3,6.9,6.2,7.3
1979,6.2,5.7,6.1,6.6,5.4,6.6,6.6
1987,5.7,6.1,6.3,6.4,5.8,6.0,6.2
1981,6.0,6.0,6.6,6.0,5.3,6.3,7.0
1985,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2012,5.4,4.1,5.8,5.8,6.0,4.5,3.8
1970,5.6,5.8,5.9,5.8,5.8,6.2,5.800000000000004
2000,5.7,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2003,5.5,6.1,5.3,5.4,5.3,4.3,4.0
2019,5.8,5.8,5.8,5.8,5.8,5.7,5.8
1998,5.6,6.8,5.4,5.5,6.0,5.1,6.5
1949,5.8,5.8,5.9,5.8,6.6,5.8,5.8000000000000025
2018,5.9,7.6,6.7,5.6,6.4,7.0,7.6
1946,5.7,5.8,5.8,5.8,5.8,6.0,5.799999999999836
2020,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1991,5.6,5.8,5.6,6.1,5.7,6.0,4.9
1961,5.6,7.6,6.1,7.0,6.5,5.2,7.6
1990,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1955,5.5,5.8,5.7,6.0,6.1,6.4,5.800000000000001
2009,5.7,5.7,6.3,5.6,6.0,4.4,6.7
1933,6.0,6.2,5.9,7.2,7.2,6.3,6.9
1951,6.0,5.8,5.8,5.8,6.2,6.2,5.800000000000004
2003,5.6,5.8,5.4,5.8,5.5,5.9,5.8000000000000025
1942,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2008,5.6,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2017,6.0,6.4,6.5,6.3,6.4,6.7,6.4
1981,5.5,6.8,5.8,6.0,6.6,6.2,7.0
1963,6.0,6.0,7.0,5.7,6.4,6.4,6.9
1989,5.7,5.8,5.8,5.6,5.8,5.8,5.800000000000006
1983,6.0,5.8,5.8,5.7,6.2,5.4,5.800000000000001
1979,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1998,5.5,5.8,4.8,5.0,5.1,5.5,5.8
1982,6.0,5.6,6.6,7.0,6.0,6.0,6.4
2009,5.9,6.2,6.2,7.1,5.6,6.0,7.0
2015,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1954,5.7,5.8,5.9,5.9,5.9,5.9,5.800000000000003
1971,5.7,5.7,5.8,5.6,6.0,6.1,6.3
1958,8.0,8.0,7.2,7.0,6.5,6.1,8.0
2018,6.0,5.7,5.4,5.7,5.7,5.7,5.5
2020,5.9,5.8,5.8,5.8,4.7,6.5,5.8
1985,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2017,6.0,6.6,6.8,6.8,6.8,6.8,6.8
2004,5.4,5.8,5.8,5.5,5.8,5.8,5.800000000000006
1994,5.4,5.3,4.8,5.5,6.3,4.5,5.7
1976,6.0,5.8,6.8,7.0,6.7,6.6,6.599999999999999
2010,5.9,5.5,6.1,6.6,5.9,5.1,6.5
2017,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1959,5.8,5.8,6.0,6.2,5.8,5.9,5.8
1946,6.0,5.8,5.7,5.8,6.0,5.9,5.800000000000004
2021,5.8,5.8,5.8,5.8,5.8,5.4,5.8
1964,5.7,6.3,6.5,5.9,6.4,5.9,6.4
2019,6.0,5.8,4.8,5.8,5.8,5.8,5.8000000000000025
1986,6.0,6.2,7.7,6.8,7.7,6.3,7.7
2014,6.0,5.1,5.8,6.3,5.8,5.8,5.1
2019,6.0,5.7,8.1,6.4,8.1,8.1,8.4
1989,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1959,5.7,5.8,6.1,6.4,6.3,5.9,6.5
2007,5.6,5.8,5.9,5.9,5.9,5.9,4.7
2014,5.7,5.7,4.8,5.2,4.8,4.8,4.8
2003,5.7,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2017,5.1,5.1,4.4,2.3,5.2,5.6,2.4
2005,5.8,5.7,6.9,6.9,6.6,6.9,6.599999999999999
1994,5.7,5.7,5.3,5.8,6.1,5.3,5.7
1939,6.0,5.8,5.9,5.8,5.8,5.8,5.800000000000004
2000,5.7,5.8,5.8,5.8,5.8,6.3,5.800000000000004
2021,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1945,6.1,5.8,6.1,6.2,5.9,5.8,5.800000000000004
1967,6.0,5.8,5.8,6.0,5.8,5.9,5.799999999999836
2019,5.5,5.8,5.8,5.8,6.3,6.7,5.8
1990,5.8,5.7,5.8,6.0,4.4,5.2,7.2
1984,5.6,5.8,5.8,5.6,5.8,5.9,5.800000000000006
1959,5.9,5.8,6.0,6.0,5.8,5.8,5.8000000000000025
1991,5.5,5.1,5.5,6.0,5.5,5.6,5.9
1949,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1977,5.5,5.6,5.7,6.3,6.7,6.6,6.7
2019,6.0,5.8,5.8,6.2,5.8,5.8,5.800000000000008
2012,5.7,6.4,6.6,5.8,5.6,5.4,6.6
2019,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1939,5.9,5.4,6.4,5.9,6.1,6.4,6.5
2019,5.9,6.9,7.1,6.9,6.9,6.9,6.9
1968,6.0,5.8,5.7,6.0,6.2,5.4,5.800000000000003
1993,5.5,5.6,5.7,5.3,4.8,5.9,7.2
2005,5.4,5.8,5.6,5.8,5.8,5.8,5.799999999999836
1988,5.5,5.7,6.5,5.6,5.6,4.7,5.4
2022,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1943,6.0,5.8,5.8,5.5,5.8,6.3,5.8
1978,6.0,5.8,5.9,5.9,5.9,5.9,5.800000000000006
1932,6.0,5.7,5.7,3.8,5.8,5.0,3.8
1989,5.5,5.4,4.6,4.0,5.0,5.9,4.5
1995,5.6,5.8,5.0,5.2,5.1,4.6,3.4
1946,6.0,5.8,5.8,5.8,6.0,6.2,5.800000000000004
1939,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1959,6.1,5.7,5.7,5.8,6.0,6.2,5.7
1955,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2016,5.7,5.8,6.9,6.0,4.6,5.7,5.8
1998,5.3,4.8,4.8,6.0,5.1,5.9,4.8
2010,6.0,4.8,4.9,6.3,3.2,5.3,3.2
1979,6.0,5.4,6.3,6.1,6.2,5.9,6.1
2019,6.7,5.8,5.8,6.1,5.8,5.8,5.8
2021,5.6,5.8,6.4,5.8,6.4,5.7,6.6
1983,5.5,6.8,6.1,5.9,6.8,6.6,7.2
1997,5.6,7.2,5.2,6.3,5.4,6.0,7.2
1985,5.8,6.0,7.1,5.6,5.5,7.0,7.3
1984,6.1,5.9,5.6,6.8,6.1,5.7,6.1
1990,5.7,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1955,6.1,5.8,5.8,6.0,6.1,5.9,5.8
2018,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2019,6.5,5.8,5.7,5.9,6.2,5.5,5.8
2004,5.5,6.2,4.6,6.2,5.0,6.0,4.2
2019,5.8,5.8,5.8,5.6,5.8,5.8,5.800000000000005
2001,6.8,6.2,7.0,4.2,5.9,6.0,6.1
1983,5.6,5.8,5.8,5.6,5.5,5.8,6.3
1938,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2004,5.6,5.2,5.6,5.4,5.1,5.4,5.2
1937,5.6,5.8,5.9,5.8,5.8,5.8,5.800000000000005
1974,5.8,7.1,6.3,6.0,5.9,5.9,7.8
1988,5.0,6.0,5.2,5.3,5.4,5.3,3.2
1968,6.0,5.8,5.9,5.9,5.9,5.9,5.800000000000006
1969,6.0,5.8,5.8,5.9,6.5,6.9,5.8
1978,5.6,6.6,5.8,6.0,6.4,5.7,7.2
1978,5.5,5.4,5.7,5.7,6.0,6.0,6.3
1977,6.0,5.9,5.7,7.0,6.1,5.4,5.3
1986,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2017,5.8,5.7,4.3,5.9,6.4,6.5,3.9
1974,6.2,5.7,6.6,6.0,5.9,6.3,6.2
1960,6.0,5.7,6.2,6.2,6.2,6.5,5.0
1991,6.0,5.7,7.1,5.0,6.3,6.3,5.9
2008,5.4,5.8,5.3,4.8,5.0,6.3,5.5
1990,5.8,5.8,5.9,6.4,6.0,6.1,5.8
2018,6.0,6.5,5.4,5.5,5.6,6.2,5.8
1990,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1988,5.6,6.2,5.1,4.8,5.0,5.9,4.5
2009,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2006,6.0,5.8,6.6,5.8,5.8,5.8,5.800000000000004
1997,5.4,5.6,5.6,5.4,4.0,5.4,3.5
1935,6.0,5.4,6.0,6.3,6.7,6.8,7.1
1954,6.1,5.6,6.9,6.5,6.0,6.0,6.4
1980,5.5,5.8,6.1,6.1,5.6,5.7,5.6
1961,6.2,6.0,6.6,6.7,6.4,6.4,6.8
1974,5.9,5.3,6.1,5.8,6.4,5.9,5.8
1958,6.0,5.5,6.4,6.8,6.8,6.4,7.0
1986,6.0,6.2,5.8,6.4,5.3,5.6,5.3
1947,6.0,5.8,5.8,5.6,5.8,6.3,5.8
2016,5.7,6.3,5.8,6.0,5.7,5.8,6.1
1986,5.7,5.8,5.8,5.8,6.1,5.7,5.8
1950,6.0,5.8,5.8,6.0,5.9,5.9,5.799999999999836
1987,5.1,5.5,4.6,6.3,5.1,5.3,5.3
1987,5.6,5.8,5.7,5.3,5.9,5.9,5.8
2004,4.8,5.4,4.8,4.8,3.9,5.3,4.4
1993,5.9,4.9,5.8,5.3,5.6,4.9,4.9
1998,5.6,5.7,4.5,5.3,5.3,4.7,3.6
1946,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1938,6.0,5.8,5.8,5.8,5.8,6.4,5.8
1941,5.8,5.8,5.8,7.0,6.6,6.1,5.8
1998,6.5,5.4,6.6,7.0,5.3,6.7,6.6
1958,6.0,5.8,5.9,5.9,5.9,5.9,5.800000000000006
1968,5.7,5.8,5.9,5.9,5.9,5.9,5.800000000000003
2006,5.7,5.9,6.3,6.1,5.2,6.2,6.2
2011,5.7,3.8,5.3,5.2,4.4,5.2,4.2
1969,6.2,5.7,5.9,6.3,5.2,6.4,5.8
1934,6.0,5.8,6.0,5.8,5.8,5.8,5.800000000000004
2015,6.0,6.2,7.3,5.9,6.3,7.3,7.3
1999,5.3,5.4,5.7,5.9,5.7,4.6,5.8
2018,6.4,5.8,5.8,6.0,5.9,5.9,5.799999999999836
1935,6.0,5.8,5.8,5.8,5.7,5.8,5.799999999999836
2018,5.7,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2017,6.0,5.8,5.1,5.8,5.8,5.8,5.8000000000000025
1982,6.1,5.7,5.8,5.3,5.9,5.8,3.8
1956,6.0,5.8,5.8,5.8,6.0,5.9,5.800000000000006
1982,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1953,6.0,5.8,5.9,6.1,6.4,5.9,6.4
1947,5.5,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1997,5.6,5.8,5.1,5.8,5.8,5.9,5.8000000000000025
2021,5.6,5.8,5.9,5.3,5.8,6.9,5.5
1966,6.0,6.0,6.9,6.4,6.2,6.9,7.7
2015,6.7,6.5,5.4,6.4,6.4,6.4,6.4
1941,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1994,5.6,5.7,2.9,5.4,2.9,4.5,2.9
2020,5.8,5.5,6.6,6.6,6.6,6.6,6.6000000000000005
1980,6.0,5.7,6.1,5.8,6.0,5.9,6.0
1995,5.5,6.6,5.4,6.0,5.2,5.5,5.7
1965,6.1,5.7,5.5,5.8,5.5,4.8,6.1
2018,5.1,5.7,5.7,5.5,5.1,5.5,5.5
1959,6.0,5.8,6.2,5.9,5.9,6.9,6.8
2018,6.0,5.4,6.4,6.7,6.6,6.1,6.7
1975,6.0,6.0,5.4,5.7,5.6,5.1,4.3
2020,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2012,6.1,5.8,7.4,7.4,7.4,7.4,7.4
2011,5.9,5.4,4.6,5.0,5.7,5.5,4.2
1988,6.0,5.8,6.3,5.8,5.8,5.9,5.800000000000007
1950,6.2,6.2,6.4,6.4,6.9,6.4,6.8
1956,6.0,5.8,6.0,5.8,5.9,5.9,5.800000000000007
2005,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1966,5.1,5.6,6.4,6.1,6.0,6.1,6.3
1998,6.0,5.8,5.2,5.2,5.4,5.7,4.6
2021,6.0,5.8,6.6,5.6,5.8,5.5,5.800000000000004
2003,5.7,5.8,5.8,5.8,5.8,5.4,5.8
2012,6.4,5.3,6.0,6.8,6.8,6.8,6.9
1951,5.7,5.8,5.8,5.9,5.8,5.9,5.799999999999836
1994,6.0,5.8,5.8,5.7,5.2,5.8,5.8
1988,6.0,5.8,5.8,5.8,5.9,5.8,5.799999999999836
1956,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1997,5.7,5.8,5.8,5.8,6.2,5.9,5.799999999999999
1980,5.7,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1990,6.0,6.7,7.1,5.2,6.5,6.6,7.3
1996,5.5,5.7,5.4,5.3,4.9,5.2,4.1
1972,6.0,5.8,5.9,5.9,5.9,5.9,5.800000000000006
1969,5.1,5.4,7.0,5.7,6.4,6.6,7.0
2012,5.7,5.7,6.3,5.8,5.3,5.7,5.7
1997,5.6,5.8,5.9,5.6,6.2,5.8,5.799999999999999
1984,5.6,5.8,5.8,5.4,5.5,5.8,5.8
2018,5.3,4.6,4.8,4.6,4.5,4.8,4.5
1985,5.6,5.8,5.9,6.0,6.0,6.3,5.8
2017,6.0,5.9,6.4,6.5,7.0,7.0,6.9
2000,5.6,5.8,4.9,5.8,5.8,5.8,5.8000000000000025
2006,5.4,4.8,6.0,3.3,4.9,4.5,3.8
1941,6.0,5.8,5.8,5.8,6.2,5.9,5.8
2008,5.6,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1996,5.6,5.7,5.6,5.9,5.1,5.4,4.2
1979,6.1,5.7,6.6,5.7,5.9,6.0,6.0
1969,6.4,6.1,6.8,6.6,6.7,6.0,6.2
1951,6.0,5.8,5.9,5.9,5.7,6.5,5.8
2018,6.0,5.1,6.3,5.9,5.9,6.8,6.8
1979,6.1,5.6,6.1,5.8,5.6,4.3,5.0
1950,6.1,5.8,5.9,6.0,6.2,6.4,5.8
1946,6.0,5.8,6.0,5.9,5.8,6.3,5.8
1973,5.9,5.6,6.6,5.7,6.3,6.2,6.4
1984,5.5,5.9,5.1,5.7,5.4,5.3,5.1
1949,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2015,5.7,5.3,4.2,5.7,6.0,6.0,5.7
1943,5.5,5.8,5.9,5.9,5.9,5.9,5.800000000000005
1967,5.7,6.2,6.4,6.1,6.3,6.1,6.7
1995,5.7,5.7,6.3,5.6,5.6,5.1,6.2
1955,6.0,5.8,5.9,6.0,5.9,6.2,5.8
2011,5.4,4.8,3.5,2.5,6.3,4.6,2.7
2000,6.0,5.8,6.3,5.8,6.6,5.8,5.8
1991,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1948,5.6,5.8,5.8,5.4,5.8,5.8,5.800000000000006
2004,5.4,5.8,5.8,5.1,5.8,5.8,5.800000000000006
2019,6.0,5.8,5.8,5.8,5.8,6.6,5.8
1937,5.6,5.8,5.9,5.9,6.4,5.9,5.8000000000000025
1964,6.0,5.4,6.0,5.9,5.9,6.6,5.8
2001,5.6,5.7,5.4,4.6,5.3,5.4,4.6
1947,5.7,5.8,6.2,5.4,6.0,4.1,4.0
1948,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1985,6.1,5.8,6.4,6.4,5.4,6.2,5.8
1949,6.0,5.8,5.8,5.9,5.8,5.5,5.800000000000003
2005,5.7,5.8,6.9,5.8,5.5,5.1,5.800000000000004
1996,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2013,6.0,5.7,5.2,5.2,5.2,5.2,5.2
2019,5.8,5.9,5.4,5.0,5.0,5.4,4.9
1940,6.0,5.8,6.0,6.0,5.8,5.8,5.800000000000003
1986,6.0,6.2,4.8,4.8,5.9,5.1,4.7
1988,5.3,4.1,7.0,5.6,6.2,5.5,4.6
1972,6.0,5.8,5.9,5.9,6.3,6.4,5.8
2006,5.7,5.8,5.8,5.8,5.4,4.9,5.8
2019,6.1,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1984,6.0,5.8,5.9,5.6,5.8,5.8,5.799999999999999
1990,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1987,5.6,6.0,4.4,5.5,5.3,5.4,5.8
2019,5.6,5.8,5.8,5.7,5.7,5.8,5.8
2009,5.8,5.7,6.8,6.3,6.8,6.6,6.6000000000000005
1949,6.0,5.8,6.1,5.8,6.8,5.9,5.8
2001,5.6,5.8,5.8,5.8,6.1,5.8,5.799999999999999
1953,5.7,5.8,5.8,5.8,6.2,6.2,5.800000000000001
1992,5.7,5.7,6.2,5.3,5.0,5.5,5.9
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1968,5.9,5.4,5.8,6.2,5.6,5.9,4.3
1978,6.0,5.8,5.8,5.7,5.8,5.8,5.800000000000005
1937,6.0,5.8,6.1,5.8,5.8,5.8,5.800000000000004
1992,6.3,6.2,6.3,5.3,5.7,6.0,6.3
2021,5.4,5.8,6.1,5.8,5.8,5.8,5.800000000000004
1974,5.4,5.7,6.0,5.8,5.8,5.8,5.8
1947,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1946,6.0,5.8,5.9,5.8,5.8,6.1,5.8
1972,5.9,5.7,7.3,6.1,6.8,6.1,7.3
1989,6.0,5.4,5.5,5.7,5.8,5.9,6.1
1993,6.0,5.7,6.7,6.0,5.8,6.4,6.5
2018,6.0,5.7,4.9,4.3,4.5,2.8,3.2
1950,6.1,6.3,6.0,6.8,6.1,6.0,6.0
1969,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1937,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2021,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2009,5.8,6.3,3.8,5.0,6.4,6.0,3.8
2003,5.6,5.6,4.3,6.5,4.8,5.0,5.3
2007,5.5,5.8,5.8,5.8,5.8,6.7,5.800000000000004
1990,5.5,5.1,5.3,5.3,5.8,6.0,5.3
2004,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2001,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2020,5.7,6.4,7.2,7.2,7.2,6.3,7.1
1976,5.5,5.8,6.0,6.4,6.0,6.2,5.8
2001,5.9,4.6,5.2,5.1,5.6,5.3,4.5
2013,6.0,5.8,5.8,5.4,5.4,5.8,5.8
1989,6.1,6.2,6.7,5.9,6.2,6.7,7.4
1971,5.6,6.2,6.0,5.8,5.9,5.9,6.5
1936,5.6,5.8,5.9,5.8,5.8,6.1,5.8
1991,6.4,7.2,4.6,5.2,5.8,5.9,7.2
1998,5.6,5.8,5.1,5.8,5.4,5.8,5.8000000000000025
1971,5.6,5.5,6.0,6.3,6.0,6.6,6.3
2000,5.4,5.8,5.9,5.9,5.9,5.9,5.800000000000005
1933,6.0,5.8,5.8,6.0,5.8,6.3,5.8
1953,6.0,6.3,6.6,7.0,5.9,6.2,7.2
2014,6.0,5.8,5.8,5.8,5.8,5.5,5.8
1993,5.7,5.4,4.6,5.5,5.3,5.6,5.1
1979,5.5,5.4,6.0,6.1,6.2,5.8,6.1
1989,5.6,5.8,5.8,5.8,5.8,5.4,5.8
1943,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2016,5.7,5.8,5.5,5.8,5.8,5.8,5.799999999999836
2010,6.0,5.8,5.7,5.9,5.9,5.9,5.799999999999836
2012,5.6,3.9,6.2,5.6,5.2,3.9,4.1
2004,5.6,5.8,5.5,5.8,5.8,5.8,5.799999999999836
2016,6.4,5.8,5.8,5.8,5.9,5.9,5.799999999999836
